,Account ID,Account,Account Description,Account Level 1,Account Level 2,Account Level 3,Account Level 4,Product External ID,Product,Department External ID,Department Description,Operating Unit External ID,Operating Unit,Customer Class External ID,Customer Class,Affiliate External ID,Affiliate,Business Unit External ID,Currency,Amount (Debit),Amount (Credit),Balance,Amount (Debit) (Foreign Currency),Amount (Credit) (Foreign Currency),Amount (FC),Control Account,Consol IFRS Code,WKFS BS Product Code,WKFS PL Product Class,WKFS LKP PL Product,WKFS LKPHK Product,WKFS IFRS9 Type,WKFS Trade Indicator
446,1100353,1100353 Other assets : Non financial assets : CUSTOMER REFERRAL REWARD COSTS-ASSETS,CUSTOMER REFERRAL REWARDS COSTS-ASSETS,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,,,1391,Project Dragon - Customer,108,108 Capital Expenditure,,,,,460,HKD,61043887.63,3314854.57,57729033.06,61043887.63,3314854.57,57729033.06,False,1J,141602.0,0.0,0.0,0.0,4.0,False
447,1100354,1100354 Other assets : Non financial assets : CUSTOMER CONTRACT COSTS-ASSETS,CUSTOMER CONTRACT COSTS-ASSETS,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,,,1391,Project Dragon - Customer,108,108 Capital Expenditure,,,,,460,HKD,24835910.97,0.0,24835910.97,24835910.97,0.0,24835910.97,False,1J,140502.0,0.0,0.0,0.0,0.0,False
448,1100355,1100355 Other assets : Non financial assets : CUSTOMER REFERRAL REWARD COSTS-ACC AMORT,CUSTOMER REFERRAL REWARDS COSTS-ACCUMLATED AMORTISATION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,,,1391,Project Dragon - Customer,108,108 Capital Expenditure,,,,,460,HKD,231365.41,7945079.17,-7713713.76,231365.41,7945079.17,-7713713.76,False,1J,140502.0,0.0,0.0,0.0,0.0,False
449,1100356,1100356 Other assets : Non financial assets : CUSTOMER CONTRACT COSTS-ACC AMORT,CUSTOMER CONTRACT COSTS-ACCUMULATED AMORTISATION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,,,1391,Project Dragon - Customer,108,108 Capital Expenditure,,,,,460,HKD,0.0,3350793.63,-3350793.63,0.0,3350793.63,-3350793.63,False,1J,140502.0,0.0,0.0,0.0,0.0,False
484,2010344,2010344 Accruals and deferred income : Sundry accruals and deferred income : PROV-AUDIT FEE & EXP,PROVISION-AUDIT FEE & EXPENSES,Balance Sheet,2000000 Total liabilities,2010000 Accruals and deferred income,2010300 Sundry accruals and deferred income,,,1392,Project Dragon - Finance,105,105 Manual Adjustments,,,,,460,HKD,872913.96,1183334.0,-310420.04,872913.96,1183334.0,-310420.04,False,2X,160360.0,0.0,0.0,0.0,0.0,False
516,2010355,2010355 Accruals and deferred income : Sundry accruals and deferred income : ACRD EXP NOT PD,ACCRUED EXPENSES NOT PAID,Balance Sheet,2000000 Total liabilities,2010000 Accruals and deferred income,2010300 Sundry accruals and deferred income,,,1391,Project Dragon - Customer,105,105 Manual Adjustments,,,,,460,HKD,12404150.0,15612528.2,-3208378.2,12404150.0,15612528.2,-3208378.2,False,2X,150201.0,0.0,0.0,0.0,0.0,False
548,2020120,2020120 Customer accounts : Interest bearing deposit accounts : CUSTOMER DEPOSITS,CUSTOMER DEPOSITS,Balance Sheet,2000000 Total liabilities,2020000 Customer accounts,2020100 Interest bearing deposit accounts,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,EUR,154227.79,158417.88,-4190.09,0.0,0.0,0.0,False,2V,200503.0,0.0,0.0,0.0,4.0,True
555,2020120,2020120 Customer accounts : Interest bearing deposit accounts : CUSTOMER DEPOSITS,CUSTOMER DEPOSITS,Balance Sheet,2000000 Total liabilities,2020000 Customer accounts,2020100 Interest bearing deposit accounts,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,SGD,10657.02,11275.77,-618.75,0.0,0.0,0.0,False,2V,200503.0,0.0,0.0,0.0,4.0,True
557,2020120,2020120 Customer accounts : Interest bearing deposit accounts : CUSTOMER DEPOSITS,CUSTOMER DEPOSITS,Balance Sheet,2000000 Total liabilities,2020000 Customer accounts,2020100 Interest bearing deposit accounts,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,AUD,202309.31,208704.37,-6395.06,0.0,0.0,0.0,False,2V,200503.0,0.0,0.0,0.0,4.0,True
566,2020120,2020120 Customer accounts : Interest bearing deposit accounts : CUSTOMER DEPOSITS,CUSTOMER DEPOSITS,Balance Sheet,2000000 Total liabilities,2020000 Customer accounts,2020100 Interest bearing deposit accounts,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,USD,20872.11,49257.3,-28385.19,0.0,0.0,0.0,False,2V,200503.0,0.0,0.0,0.0,4.0,True
575,2020120,2020120 Customer accounts : Interest bearing deposit accounts : CUSTOMER DEPOSITS,CUSTOMER DEPOSITS,Balance Sheet,2000000 Total liabilities,2020000 Customer accounts,2020100 Interest bearing deposit accounts,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,GBP,1094601.72,1176216.2,-81614.48,0.0,0.0,0.0,False,2V,200503.0,0.0,0.0,0.0,4.0,True
584,2020120,2020120 Customer accounts : Interest bearing deposit accounts : CUSTOMER DEPOSITS,CUSTOMER DEPOSITS,Balance Sheet,2000000 Total liabilities,2020000 Customer accounts,2020100 Interest bearing deposit accounts,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,JPY,7444415.01,6121408.51,1323006.5,0.0,0.0,0.0,False,2V,200503.0,0.0,0.0,0.0,4.0,True
591,2020210,2020210 FPS DW ACCOUNT-C.BANK,FPS DW ACCOUNT-CENTRAL BANK,Balance Sheet,2000000 Total liabilities,2020000 Customer accounts,2020200 Customer liability - Repo agreement,24101.0,20000 Treasury Markets : 24000 Repo : 24100 Repo : 24101 Repo - FPS,1398,Project Dragon - Treasury,103,103 Alfresco,,,,,460,HKD,2350000000.0,2650000000.0,-300000000.0,2350000000.0,2650000000.0,-300000000.0,False,2U,400902.0,0.0,0.0,0.0,4.0,True
643,2040110,2040110 Due to intragroup : Due to head office and subsidiaries : INTERCO ACCR PAYABLE SUBS,INTERCO ACCR PAYABLE SUBS,Balance Sheet,2000000 Total liabilities,2040000 Due to intragroup,2040200 Due to head office and subsidiaries - Share Option Accruals,,,1937,Project Dragon - Legal,105,105 Manual Adjustments,,,160.0,160 SCB AUSTRALIA BRANCH,460,USD,132022.09,651719.22,-519697.13,16817.94,83399.43,-66581.49,False,2K,150500.0,0.0,0.0,0.0,4.0,False
654,2060230,2060230 Financial liabilities : Other financial liabilities : UNCLAIMED BAL CRD,UNCLAIMED BALANCE CARD,Balance Sheet,2000000 Total liabilities,2060000 Financial liabilities,2060200 Other financial liabilities,,,1063,Project Dragon - Operations,105,105 Manual Adjustments,,,,,460,HKD,0.0,12487.0,-12487.0,0.0,12487.0,-12487.0,False,2Z,149997.0,0.0,0.0,0.0,4.0,False
722,2100120,2100120 Provisions for liabilities and charges : Other provisions : ECL S1 PROV-LOAN COMM,ECL S1 PROVISION-LOAN COMMITMENTS,Balance Sheet,2000000 Total liabilities,2100000 Provisions for liabilities and charges,2100100 ECL Provision on retail credit commitment,11101.0,10000 Retail Products : 11000 Unsecured Lending : 11100 Credit Cards : 11101 Credit Cards,1393,Project Dragon - Product,301,301 RR Adjustment,,,,,460,HKD,2060599.58,0.0,2060599.58,2060599.58,0.0,2060599.58,False,2Y,150500.0,0.0,0.0,0.0,4.0,False
723,2100120,2100120 Provisions for liabilities and charges : Other provisions : ECL S1 PROV-LOAN COMM,ECL S1 PROVISION-LOAN COMMITMENTS,Balance Sheet,2000000 Total liabilities,2100000 Provisions for liabilities and charges,2100100 ECL Provision on retail credit commitment,11101.0,10000 Retail Products : 11000 Unsecured Lending : 11100 Credit Cards : 11101 Credit Cards,1393,Project Dragon - Product,105,105 Manual Adjustments,,,,,460,HKD,0.0,10774396.98,-10774396.98,0.0,10774396.98,-10774396.98,False,2Y,150500.0,0.0,0.0,0.0,4.0,False
728,2100121,2100121 Provisions for liabilities and charges : Other provisions : ECL S2 PROV-LOAN COMM,ECL S2 PROVISION-LOAN COMMITMENTS,Balance Sheet,2000000 Total liabilities,2100000 Provisions for liabilities and charges,2100100 ECL Provision on retail credit commitment,11101.0,10000 Retail Products : 11000 Unsecured Lending : 11100 Credit Cards : 11101 Credit Cards,1393,Project Dragon - Product,105,105 Manual Adjustments,,,,,460,HKD,2711523.43,1353052.01,1358471.42,2711523.43,1353052.01,1358471.42,False,2Y,150500.0,0.0,0.0,0.0,4.0,False
729,2100121,2100121 Provisions for liabilities and charges : Other provisions : ECL S2 PROV-LOAN COMM,ECL S2 PROVISION-LOAN COMMITMENTS,Balance Sheet,2000000 Total liabilities,2100000 Provisions for liabilities and charges,2100100 ECL Provision on retail credit commitment,11101.0,10000 Retail Products : 11000 Unsecured Lending : 11100 Credit Cards : 11101 Credit Cards,1393,Project Dragon - Product,301,301 RR Adjustment,,,,,460,HKD,1353052.01,0.0,1353052.01,1353052.01,0.0,1353052.01,False,2Y,150500.0,0.0,0.0,0.0,4.0,False
790,4010404,4010404 INT PD-NOSTRO SCB SUBS,INTEREST PAID-NOSTRO SCB SUBSIARIES,Profit/(loss) for the year,4000000 Operating Income,4010000 Net interest income,4010400 Group interest expense,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,105,105 Manual Adjustments,,,238.0,238 SCB HONG KONG LIMITED,460,USD,0.0,10431.49,-10431.49,0.0,1328.84,-1328.84,False,3E,0.0,180111.0,51100.0,51115.0,,False
791,4010404,4010404 INT PD-NOSTRO SCB SUBS,INTEREST PAID-NOSTRO SCB SUBSIARIES,Profit/(loss) for the year,4000000 Operating Income,4010000 Net interest income,4010400 Group interest expense,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,105,105 Manual Adjustments,,,238.0,238 SCB HONG KONG LIMITED,460,NZD,0.0,338.67,-338.67,0.0,70.23,-70.23,False,3E,0.0,180111.0,51100.0,51115.0,,False
792,4010404,4010404 INT PD-NOSTRO SCB SUBS,INTEREST PAID-NOSTRO SCB SUBSIARIES,Profit/(loss) for the year,4000000 Operating Income,4010000 Net interest income,4010400 Group interest expense,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,105,105 Manual Adjustments,,,238.0,238 SCB HONG KONG LIMITED,460,AUD,0.0,437.6,-437.6,0.0,83.03,-83.03,False,3E,0.0,180111.0,51100.0,51115.0,,False
793,4010404,4010404 INT PD-NOSTRO SCB SUBS,INTEREST PAID-NOSTRO SCB SUBSIARIES,Profit/(loss) for the year,4000000 Operating Income,4010000 Net interest income,4010400 Group interest expense,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,105,105 Manual Adjustments,,,238.0,238 SCB HONG KONG LIMITED,460,EUR,0.0,758.14,-758.14,0.0,91.07,-91.07,False,3E,0.0,180111.0,51100.0,51115.0,,False
795,4010404,4010404 INT PD-NOSTRO SCB SUBS,INTEREST PAID-NOSTRO SCB SUBSIARIES,Profit/(loss) for the year,4000000 Operating Income,4010000 Net interest income,4010400 Group interest expense,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,105,105 Manual Adjustments,,,238.0,238 SCB HONG KONG LIMITED,460,GBP,0.0,7291.52,-7291.52,0.0,771.36,-771.36,False,3E,0.0,180111.0,51100.0,51115.0,,False
796,4010404,4010404 INT PD-NOSTRO SCB SUBS,INTEREST PAID-NOSTRO SCB SUBSIARIES,Profit/(loss) for the year,4000000 Operating Income,4010000 Net interest income,4010400 Group interest expense,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,105,105 Manual Adjustments,,,238.0,238 SCB HONG KONG LIMITED,460,CAD,0.0,329.66,-329.66,0.0,57.09,-57.09,False,3E,0.0,180111.0,51100.0,51115.0,,False
853,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,GBP,9194.03,0.0,9194.03,963.81,0.0,963.81,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
854,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,238.0,238 SCB HONG KONG LIMITED,460,CAD,329.66,0.0,329.66,57.09,0.0,57.09,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
859,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,JPY,37351.83,0.0,37351.83,622388.0,0.0,622388.0,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
867,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,HKD,1121.27,0.0,1121.27,1121.27,0.0,1121.27,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
868,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,JPY,0.0,807.95,-807.95,0.0,13556.0,-13556.0,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
869,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,SGD,0.0,3.54,-3.54,0.0,0.59,-0.59,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
874,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,238.0,238 SCB HONG KONG LIMITED,460,GBP,7291.52,0.0,7291.52,771.36,0.0,771.36,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
875,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,238.0,238 SCB HONG KONG LIMITED,460,AUD,437.6,0.0,437.6,83.03,0.0,83.03,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
876,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,EUR,0.0,29.79,-29.79,0.0,3.54,-3.54,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
877,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,AUD,7049.44,0.0,7049.44,1298.55,0.0,1298.55,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
878,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,EUR,2569.95,0.0,2569.95,303.88,0.0,303.88,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
881,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,NZD,0.0,9.1,-9.1,0.0,1.83,-1.83,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
882,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,AUD,0.0,20.74,-20.74,0.0,3.83,-3.83,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
886,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,238.0,238 SCB HONG KONG LIMITED,460,HKD,31041.0,19587.08,11453.92,31041.0,19587.08,11453.92,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
887,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,238.0,238 SCB HONG KONG LIMITED,460,EUR,758.14,0.0,758.14,91.07,0.0,91.07,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
888,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,CAD,0.0,10.3,-10.3,0.0,1.77,-1.77,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
889,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,GBP,0.0,174.25,-174.25,0.0,18.3,-18.3,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
893,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,,,1939,Project Dragon - CEO / Head office,198,198 PL Sweeping,,,238.0,238 SCB HONG KONG LIMITED,460,USD,4482076.18,0.0,4482076.18,571428.57,0.0,571428.57,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
894,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,,,1939,Project Dragon - CEO / Head office,198,198 PL Sweeping,,,238.0,238 SCB HONG KONG LIMITED,460,HKD,0.0,4482076.18,-4482076.18,0.0,4482076.18,-4482076.18,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
895,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,,,1937,Project Dragon - Legal,198,198 PL Sweeping,,,160.0,160 SCB AUSTRALIA BRANCH,460,HKD,116990.18,14888.3,102101.88,116990.18,14888.3,102101.88,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
898,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,238.0,238 SCB HONG KONG LIMITED,460,NZD,338.67,0.0,338.67,70.23,0.0,70.23,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
900,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,238.0,238 SCB HONG KONG LIMITED,460,USD,10431.49,0.0,10431.49,1328.84,0.0,1328.84,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
901,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,USD,0.0,65.6,-65.6,0.0,8.37,-8.37,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
902,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,HKD,98.81,61394.33,-61295.52,98.81,61394.33,-61295.52,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
903,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,CAD,2079.16,0.0,2079.16,356.43,0.0,356.43,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
908,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,,,1937,Project Dragon - Legal,198,198 PL Sweeping,,,160.0,160 SCB AUSTRALIA BRANCH,460,USD,14888.3,116990.18,-102101.88,1896.58,14921.36,-13024.78,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
912,4040220,4040220 Investment income : Exchange Revaluation : FCY P/L-OFFSET,FCY P/L-OFFSET,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,USD,1938.37,98.81,1839.56,247.39,12.59,234.8,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
916,4040221,4040221 Investment income : Exchange Revaluation : EX REVAL.GN / LS,EXCHANGE REVAL.GAIN / LOSS,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,SGD,11275.93,10657.23,618.7,0.0,0.0,0.0,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
918,4040221,4040221 Investment income : Exchange Revaluation : EX REVAL.GN / LS,EXCHANGE REVAL.GAIN / LOSS,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,238.0,238 SCB HONG KONG LIMITED,460,USD,1773.88,2039.25,-265.37,0.0,0.0,0.0,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
925,4040221,4040221 Investment income : Exchange Revaluation : EX REVAL.GN / LS,EXCHANGE REVAL.GAIN / LOSS,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,GBP,1176220.81,1094606.09,81614.72,0.0,0.0,0.0,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
